Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,11899589178,11899589178,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"11,9"
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,22218966682,22218966682,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"22,22"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,52596108737,52596108737,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"52,6"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Adjudicacion y liberacion judicial,,462436216,462436216,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"0,46"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de calamidad domestica,,"93480204,4","93480204,4",4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"0,09"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,62745232000,62745232000,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"62,75"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,94579210,94579210,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"0,09"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,12697295094,12697295094,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"12,7"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,4826481409,4826481409,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"4,83"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,12746970698,12746970698,4604,Funcionamiento,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"12,75"
"Desarrollo integral de niñas, niños, adolescentes y sus familias",Intersubsectorial desarrollo social,Contribución con acciones de promoción y prevención en el componente de alimentación y nutrición para la población colombiana a nivel  nacional,,,197049473914,197049473914,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"197,05"
"Desarrollo integral de niñas, niños, adolescentes y sus familias",Intersubsectorial desarrollo social,Fortalecimiento de acciones de restablecimiento en administración de justicia a nivel   nacional,,124786714800,202217737719,327004452519,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,327
"Desarrollo integral de niñas, niños, adolescentes y sus familias",Intersubsectorial desarrollo social,"Protección de los niños, niñas y adolescentes en el marco del restablecimiento de sus derechos a nivel   nacional",,,1030573963926,1030573963926,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"1030,57"
"Desarrollo integral de niñas, niños, adolescentes y sus familias",Intersubsectorial desarrollo social,"Fortalecimiento a los agentes e instancias del snbf en el marco de la protección integral de los niños, niñas y adolescentes y sus familias a nivel   nacional",,,19860582660,19860582660,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"19,86"
"Desarrollo integral de niñas, niños, adolescentes y sus familias",Intersubsectorial desarrollo social,Fortalecimiento de las familias como agentes de transformación y desarrollo social a nivel  nacional,,,153906999226,153906999226,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"153,91"
"Desarrollo integral de niñas, niños, adolescentes y sus familias",Intersubsectorial desarrollo social,"Apoyo al desarrollo integral de las niñas, los niños y adolescentes, en el marco del reconocimiento, garantía de sus derechos y libertades a nivel  nacional",,,158335581148,158335581148,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"158,34"
"Desarrollo integral de niñas, niños, adolescentes y sus familias",Intersubsectorial desarrollo social,Apoyo al desarrollo integral de la primera infancia a nivel  nacional,,5324790255183,620572657596,5945362912779,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"5945,36"
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,Fortalecimiento de las tecnologías de la información y las comunicaciones -tic en el icbf a nivel   nacional,,,82632000000,82632000000,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"82,63"
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,Fortalecimiento institucional en el icbf a nivel  nacional,,,343296313505,343296313505,4604,Inversión,Instituto nacional para ciegos (inci),46,Igualdad y equidad,Gestion general,410101,2019,"343,3"
Gastos de personal,Planta de personal permanente,Salario,,62924268000,,62924268000,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"62,92"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,25204137200,,25204137200,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"25,2"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2857690000,,2857690000,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"2,86"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,291966400,,291966400,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"0,29"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,31413932000,,31413932000,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"31,41"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,30298400,,30298400,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"0,03"
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,2754400,,2754400,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,202448400,,202448400,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"0,2"
Desarrollo de inteligencia estratégica y contrainteligencia de estado,Intersubsectorial defensa y seguridad,Consolidación de los servicios de formación de inteligencia estratégica y contrainteligencia de estado a nivel  nacional,,688600000,,688600000,4201,Inversión,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"0,69"
Desarrollo de inteligencia estratégica y contrainteligencia de estado,Intersubsectorial defensa y seguridad,Construcción sede operacional de la dni a nivel  nacional,,3774615940,,3774615940,4201,Inversión,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"3,77"
Desarrollo de inteligencia estratégica y contrainteligencia de estado,Intersubsectorial defensa y seguridad,Actualización de los servicios de tecnologías de la información y de las comunicaciones en materia de inteligencia estratégica a nivel   nacional,,5508800000,,5508800000,4201,Inversión,Departamento administrativo dirección nacional de inteligencia,42,Inteligencia,Gestion general,420101,2019,"5,51"
Gastos de personal,Planta de personal permanente,Salario,,15960370800,,15960370800,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"15,96"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,5419282000,,5419282000,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"5,42"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1841316400,,1841316400,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"1,84"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,13772000,,13772000,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"0,01"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5443205431,,5443205431,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"5,44"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Escuela nacional del deporte - art. 51 decreto 2845 de 1984,19397862000,,19397862000,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"19,4"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),1932211600,,1932211600,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"1,93"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),77123200,,77123200,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"0,08"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,125325200,,125325200,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"0,13"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,13772000,,13772000,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"0,01"
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,13772000,,13772000,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"0,01"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,794644400,,794644400,4301,Funcionamiento,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"0,79"
"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,"Apoyo a la educación física extraescolar y el deporte formativo para la infancia, adolescencia y juventud a nivel   nacional",,100906433207,,100906433207,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"100,91"
"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,Desarrollo de la actividad física y los hábitos y estilos de vida saludable a nivel   nacional,,12050500000,,12050500000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"12,05"
"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,Desarrollo de la recreación a nivel   nacional,,11572611600,,11572611600,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"11,57"
"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,Desarrollo al deporte social comunitario  nacional,,10717370400,,10717370400,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"10,72"
"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,Desarrollo del deporte escolar como herramienta de convivencia y paz   nacional,,12711556000,,12711556000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"12,71"
Formación y preparación de deportistas,Recreación y deporte,"Apoyo a la infraestructura deportiva, recreativa y de la actividad física a nivel   nacional",,241906557200,,241906557200,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"241,91"
Formación y preparación de deportistas,Recreación y deporte,Apoyo a la infraestructura de alta competencia a nivel   nacional,,86061228000,,86061228000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"86,06"
Formación y preparación de deportistas,Recreación y deporte,Desarrollo  del  sistema paralímpico para el posicionamiento y liderazgo deportivo  nacional,,18316393593,,18316393593,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"18,32"
Formación y preparación de deportistas,Recreación y deporte,Desarrollo  al deporte del sistema olímpico y convencional para el posicionamiento y liderazgo deportivo    nacional,,132424666000,,132424666000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"132,42"
Formación y preparación de deportistas,Recreación y deporte,Desarrollo de políticas públicas e investigación sectorial a nivel    nacional,,1377200000,,1377200000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"1,38"
Formación y preparación de deportistas,Recreación y deporte,Asistencia a la cooperación internacional del sector a nivel  nacional,,1652640000,,1652640000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"1,65"
Formación y preparación de deportistas,Recreación y deporte,Apoyo a la organización de eventos deportivos para la preparación de atletas y la promoción del deporte  nacional,,62827864000,,62827864000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"62,83"
Formación y preparación de deportistas,Recreación y deporte,"Apoyo a la inspección, vigilancia y control a nivel   nacional",,3443000000,,3443000000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"3,44"
Formación y preparación de deportistas,Recreación y deporte,Apoyo  al programa al control dopaje   nacional,,2341240000,,2341240000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"2,34"
Formación y preparación de deportistas,Recreación y deporte,Desarrollo al laboratorio del control al dopaje   nacional,,12394800000,,12394800000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"12,39"
Fortalecimiento de la gestión y dirección del sector deporte y recreación,Recreación y deporte,Implementación de las tecnologías de la información y comunicación para el sistema nacional del deporte a nivel    nacional,,5508800000,,5508800000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"5,51"
Fortalecimiento de la gestión y dirección del sector deporte y recreación,Recreación y deporte,Mejoramiento sedes coldeportes  bogotá,,8263200000,,8263200000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"8,26"
Fortalecimiento de la gestión y dirección del sector deporte y recreación,Recreación y deporte,Apoyo al fortalecimiento del sector a nivel   nacional,,8194340000,,8194340000,4301,Inversión,Ministerio del deporte,43,Deporte y recreación,Gestion general,430101,2019,"8,19"
Gastos de personal,Planta de personal permanente,Salario,,81634637477,,81634637477,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Tribunal de paz y las salas de justicia,440102,2019,"81,63"
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,38008439198,,38008439198,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Tribunal de paz y las salas de justicia,440102,2019,"38,01"
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,21884250121,,21884250121,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Tribunal de paz y las salas de justicia,440102,2019,"21,88"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,392502000,,392502000,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Tribunal de paz y las salas de justicia,440102,2019,"0,39"
Gastos de personal,Planta de personal permanente,Salario,,32653732634,,32653732634,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Unidad de investigacion y acusacion,440103,2019,"32,65"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,13914081508,,13914081508,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Unidad de investigacion y acusacion,440103,2019,"13,91"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1310222915,,1310222915,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Unidad de investigacion y acusacion,440103,2019,"1,31"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,227238000,,227238000,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Unidad de investigacion y acusacion,440103,2019,"0,23"
Gastos de personal,Planta de personal permanente,Salario,,35248143609,,35248143609,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"35,25"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,10868021173,,10868021173,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"10,87"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2016274724,,2016274724,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"2,02"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,982081320,,982081320,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"0,98"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,38823299826,,38823299826,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"38,82"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,379694040,,379694040,4401,Funcionamiento,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"0,38"
Jurisdicción especial para la paz,Intersubsectorial gobierno,"Difusión estructura, funciones y logros de la jep  nacional",,3218791840,,3218791840,4401,Inversión,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"3,22"
Jurisdicción especial para la paz,Intersubsectorial gobierno,"Implementación de medidas de protección a la vida, integridad y seguridad personal de los sujetos de protección de la jep  nacional",,28288470407,,28288470407,4401,Inversión,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"28,29"
Jurisdicción especial para la paz,Intersubsectorial gobierno,Implementación del sistema integral de verdad justicia reparación y garantías de no repetición en el componente de justicia transicional y restaurativa con enfoques de género y diferenciales  nacional,,65045303290,,65045303290,4401,Inversión,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"65,05"
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Fortalecimiento de la unidad de busqueda de personas dadas por desaparecidas  nacional,,936496000,,936496000,4401,Inversión,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"0,94"
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Desarrollo e implementación de herramientas de tecnología e información en la jurisdicción especial para la paz  nacional,,21955184680,,21955184680,4401,Inversión,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"21,96"
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Adecuación dotación y puesta en funcionamiento de las sedes de la jurisdicción especial para la paz  nacional,,4997073591,,4997073591,4401,Inversión,Jurisdicción especial para la paz,44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,5
Gastos de personal,Planta de personal permanente,Salario,,23683708400,,23683708400,4402,Funcionamiento,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"23,68"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,9345679200,,9345679200,4402,Funcionamiento,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"9,35"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,14068098000,,14068098000,4402,Funcionamiento,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"14,07"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,20799438440,,20799438440,4402,Funcionamiento,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"20,8"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,82632000,,82632000,4402,Funcionamiento,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"0,08"
"Esclarecimiento de la verdad, la convivencia y la no repetición.",Intersubsectorial gobierno,Ampliación del conocimiento de la sociedad sobre lo ocurrido en el conflicto armado interno y el entorno institucional derivado de los acuerdos de paz a nivel  nacional,,6508647200,,6508647200,4402,Inversión,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"6,51"
"Esclarecimiento de la verdad, la convivencia y la no repetición.",Intersubsectorial gobierno,Desarrollo de las acciones de esclarecimiento de lo ocurrido en el marco del conflicto armado interno a nivel   nacional,,19906048800,,19906048800,4402,Inversión,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"19,91"
"Esclarecimiento de la verdad, la convivencia y la no repetición.",Intersubsectorial gobierno,"Adecuación de espacios físicos para el esclarecimiento, reconocimiento y dignificación de las víctimas del conflicto armado interno a nivel  nacional",,6762052000,,6762052000,4402,Inversión,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"6,76"
"Esclarecimiento de la verdad, la convivencia y la no repetición.",Intersubsectorial gobierno,Fortalecimiento del reconocimiento social del conflicto y las condiciones de convivencia pacífica en los territorios a nivel   nacional,,11058916000,,11058916000,4402,Inversión,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"11,06"
Gastos de personal,Planta de personal permanente,Salario,,21681672760,,21681672760,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"21,68"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,7520062880,,7520062880,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"7,52"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,884575560,,884575560,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"0,88"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,6886000000,,6886000000,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"6,89"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,8793422000,,8793422000,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"8,79"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,1928080,,1928080,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,137720000,,137720000,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"0,14"
Búsqueda humanitaria de personas dadas por desaparecidas en el contexto y en razón del conflicto armado en colombia.,Intersubsectorial gobierno,Implementación de procesos humanitarios y extrajudiciales de búsqueda de personas dadas por desaparecidas en razón y en contexto del conflicto armado colombiano  nacional,,57189778627,,57189778627,4403,Inversión,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"57,19"
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Fortalecimiento de la unidad de busqueda de personas dadas por desaparecidas  nacional,,9368573119,,9368573119,4403,Inversión,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44,"Sistema integral de verdad, justicia, reparación y no repetición",Secretaria ejecutiva,440104,2019,"9,37"
Gastos de personal,Planta de personal permanente,Salario,,182306000000,,182306000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"182,31"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,62285000000,,62285000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"62,28"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,12775000000,,12775000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"12,78"
Adquisición de bienes  y servicios,,,,57553000000,,57553000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"57,55"
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,524000000,,524000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"0,52"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,53763000000,,53763000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"53,76"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Operación y funcionamiento del centro de altos estudios legislativos jorge aurelio iragorri hormaza (cael), creado por el artículo 6° de la ley 2165 de 2021",10000000000,,10000000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,10
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),628000000,,628000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"0,63"
