Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,"Desarrollo e implementación de proyectos energéticos sostenibles en las zonas no interconectadas, zni  nacional",,10689702100.814,13772000000.0,24461702100.814,2110,C. inversion,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Actualización ampliación de la cobertura de telemetría y monitoreo de variables energéticas en las zonas no interconectadas.  nacional,,2089212400.0,,2089212400.0,2110,C. inversion,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Inventario actualizar el inventario de los activos eléctricos del instituto de planificación y promoción de soluciones energéticas ipse   nacional,,10485359375.986,,10485359375.986,2110,C. inversion,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura física de la agencia nacional de minería a nivel  nacional,,1638868000.0,,1638868000.0,2110,C. inversion,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Optimización de los sistemas: planeación y gestión (mipg) y el sistema integrado de gestión (sig) de la agencia nacional de minería bogotá,,10535580000.0,,10535580000.0,2110,C. inversion,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Salario,,,21901319633.6,21901319633.6,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,8069178686.8,8069178686.8,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,3607922454.4,3607922454.4,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,1127717465.6,1127717465.6,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,106733000.0,106733000.0,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,13527804536.4,13527804536.4,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,632592030.4,632592030.4,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Transferencias de excedentes financieros a la nación (art. 16 eop),,410492225880.0,410492225880.0,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,123948000.0,123948000.0,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,5499985920.0,5499985920.0,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,,87420386680.0,87420386680.0,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,1256898825.6,1256898825.6,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,4144683400.0,4144683400.0,2111,A. funcionamiento,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Fortalecimiento en la implementación del modelo de promoción para incrementar la inversión  nacional,,,11294165321.1376,11294165321.1376,2111,C. inversion,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Aprovechamiento de hidrocarburos en territorios social y ambientalmente sostenibles a nivel  nacional,,,48202000000.0,48202000000.0,2111,C. inversion,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Fortalecimiento de la ciencia y tecnología para el sector hidrocarburos a nivel   nacional,,,19280800000.0,19280800000.0,2111,C. inversion,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Identificación de recursos exploratorios de hidrocarburos  nacional,,,261668000000.0,261668000000.0,2111,C. inversion,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de las tecnologías de la información y las comunicaciones para la transformación digital de la agencia nacional de hidrocarburos a nivel   nacional - [previo concepto dnp],,,23687840000.0,23687840000.0,2111,C. inversion,Agencia nacional de hidrocarburos - anh,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Salario,,14977187720.0,16346763540.8,31323951260.8,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,4469036035.2,8187744589.2,12656780624.4,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,101345393.6,4929221906.4,5030567300.0,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,1973191563.2,1973191563.2,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,65843932.0,40463513.199999996,106307445.2,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5150860211.2,23093408804.399998,28244269015.6,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la upme ley 143 de 1994,6006123446.4,6088446953.599999,12094570400.0,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,82632000.0,82632000.0,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,42755174000.0,42755174000.0,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,176679610.79999998,176679610.79999998,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,2754400.0,2754400.0,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,799799259.6,799799259.6,2112,A. funcionamiento,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Mejoramiento de la seguridad en el desarrollo de la actividad minera  nacional,,4378537496.344,4096525924.876,8475063421.22,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Mejoramiento de los estándares de la actividad minera de pequeña y mediana escala a nivel  nacional,,4043771955.2339997,3503559484.766,7547331440.0,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Optimización de las condiciones técnicas y legales de la información del sistema integrado de gestión minera con las solicitudes pendientes a 2018  nacional,,3478670340.75,6161729659.25,9640400000.0,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento de los mecanismos de promoción del sector minero  nacional,,1552551105.8376,2750016314.5576,4302567420.3952,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la gestión socio ambiental para el desarrollo de una minería bien hecha en el territorio  nacional,,409986146.196,726203853.804,1136190000.0,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura física de la agencia nacional de minería a nivel  nacional,,893544581.886,1582725465.5651999,2476270047.4512,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Optimización de los sistemas: planeación y gestión (mipg) y el sistema integrado de gestión (sig) de la agencia nacional de minería bogotá,,496952905.2312,880247094.7688,1377200000.0,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de los servicios de la anm soportados en las tecnologías de la información y las comunicaciones  bogotá,,2735670599.2044,4845662568.78,7581333167.9844,2112,C. inversion,Agencia nacional de minería - anm,21.0,Minas y energía,Comision de regulacion de energia y gas - creg -,210113
Gastos de personal,Planta de personal permanente,Salario,,42971394400.0,,42971394400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,14904058400.0,,14904058400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,5153482400.0,,5153482400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Gastos de personal,Personal supernumerario y planta temporal,Salario,,283703200.0,,283703200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,118439200.0,,118439200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,11017600.0,,11017600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,5508800.0,,5508800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,61479144019.4888,,61479144019.4888,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Centro regional para el fomento del libro en america latina y el caribe.cerlalc. (ley 65 de 1986),398010800.0,,398010800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Comision fulbright - convenio de 1957,133588400.0,,133588400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,"Organización de los estados iberoamericanos para la educacion, la ciencia y la cultura -oei- ley 28 de 1960, ley 30 de 1989.",352563200.0,,352563200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Secretaria ejecutiva permanente del convenio andres bello ley 122 de 1985; ley 20 de 1973 y ley 20 de 1992. -secab.,158378000.0,,158378000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Biblioteca publica piloto (decreto 1052 de 2006),3011936400.0,,3011936400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Educacion de ninas y ninos en situaciones especiales,988829600.0,,988829600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto superior de educacion tecnica profesional de roldanillo (decreto 1052 de 2006),6173987600.0,,6173987600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto nacional de formacion tecnica profesional de cienaga (decreto 1052 de 2006),4489672000.0,,4489672000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto superior de educacion rural de pamplona-iser (decreto 1052 de 2006),6249733600.0,,6249733600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnico agricola  -ita de buga - (decreto 1052 de 2006),4577812800.0,,4577812800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnologico de putumayo (decreto 1052 de 2006),4149503600.0,,4149503600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnologico de soledad atlantico - itsa (decreto 1052 de 2006),6551340400.0,,6551340400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnologico pascual bravo - medellin- (decreto 1052 de 2006),15011480000.0,,15011480000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Mejoramiento de la ensenanza de las lenguas extranjeras en educacion basica,407651200.0,,407651200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,69173151867.6,,69173151867.6,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A entidades territoriales distintas al sistema general de participaciones,"Recursos para cofinanciacion de coberturas en educacion y salud de las entidades territoriales productoras, articulo 145 de la ley 1530 de 2012",189446254800.0,,189446254800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Apoyo a las universidades públicas - descuento votaciones (ley 403 de 1997),51004602000.0,,51004602000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Ley 30 de 1992, articulo 87 - distribución cesu",40554408400.0,,40554408400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Ley 37 de 1987 - aportes conservatorio del tolima.,2646978400.0,,2646978400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Monitoreo y vigilancia educación superior para distribuir,1216067600.0,,1216067600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A universidades para funcionamiento ley 30 de 1992 artículo 86,4375434637200.0,,4375434637200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Comisión nacional intersectorial de aseguramiento de la calidad de la educación superior - conaces,13963430800.0,,13963430800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Consejo nacional de acreditación - cna,3810712400.0,,3810712400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Consejo nacional de educación superior - cesu (ley 30 de 1992),820811200.0,,820811200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio mayor de bolivar (decreto 1052 de 2006),6010100800.0,,6010100800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio mayor de antioquia (decreto 1052 de 2006),6567866800.0,,6567866800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio mayor del cauca (decreto 1052 de 2006),8070392000.0,,8070392000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio integrado nacional oriente de caldas (decreto 1052 de 2006),3536649600.0,,3536649600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Cuerpos consultivos del gobierno nacional de servicios publico,710635200.0,,710635200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio boyacá (decreto 3176 de 2005 artículo 2),9224485600.0,,9224485600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Recursos para transferir al fondo nacional de prestaciones sociales del magisterio, previa revision faltante de cesantias",807204464000.0,,807204464000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A entidades del gobierno,Sistema general de participaciones,Participación para educación - distribución previo concepto dnp,32695354790872.875,,32695354790872.875,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),57842400.0,,57842400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo nacional de prestaciones sociales del magisterio (de pensiones),10070465130000.0,,10070465130000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),190053600.0,,190053600.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo nacional de prestaciones sociales del magisterio (no de pensiones),1996974430000.0,,1996974430000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales asumidas por el gobierno,Concurrencia nación pasivo pensional leyes 1151/2007 y 1371/2009 (de pensiones),604727142800.0,,604727142800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Programas de rehabilitación para adultos ciegos - convenio con el centro de rehabilitación para adultos ciegos -crac-,5077736400.0,,5077736400.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Cuerpos consultivos,6092732800.0,,6092732800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,3443000000.0,,3443000000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,688600000.0,,688600000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Transferencias corrientes,A empresas,Educación,Fundación colegio mayor de san bartolomé (ley 72/83),7304668800.0,,7304668800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,426932000.0,,426932000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,5508800.0,,5508800.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,65955485200.0,,65955485200.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribucion de valorizacion municipal,,27544000.0,,27544000.0,2201,A. funcionamiento,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Implementación del plan nacional de innovación tic para la educación urbana y rural  nacional,,11186583132.7316,,11186583132.7316,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Implementación del programa de alimentación escolar en colombia,   nacional",,1480950411395.9631,,1480950411395.9631,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Fortalecimiento de la calidad del servicio educativo de primera infancia  nacional,,62148031684.8864,,62148031684.8864,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento de la permanencia en la educación preescolar, básica y media para los niños, niñas adolescentes, jóvenes y adultos  víctimas del conflicto, en situaciones de riesgo y/o emergencia.  nacional",,41023174798.738,,41023174798.738,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento a la gestión territorial de la educación inicial, preescolar, básica y media.   nacional",,24666532486.6532,,24666532486.6532,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Mejoramiento de la calidad educativa preescolar, básica y media.  nacional",,339034869899.2904,,339034869899.2904,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento de la educación con enfoque diferencial para los niños, niñas y jóvenes de los grupos étnicos a nivel  nacional",,1377200000.0,,1377200000.0,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Implementación de estrategias de  acceso y permanencia educativa en condiciones de equidad, para la población vulnerable a nivel   nacional",,26642787030.794,,26642787030.794,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Construcción , mejoramiento y dotación de espacios de aprendizaje para prestación del servicio educativo e implementación de estrategias de calidad y cobertura   nacional",,595273376246.3707,,595273376246.3707,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Calidad y fomento de la educación superior,Intersubsectorial educación,Construcción de la sede de la universidad colegio mayor de cundinamarca  bogotá,,13772000000.0,,13772000000.0,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad pedagógica nacional -   nacional,,3410418553.586,,3410418553.586,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del cauca -   nacional,,5032590510.09,,5032590510.09,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad tecnológica del choco-diego luis córdoba -   nacional,,1178002794.6016,,1178002794.6016,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad popular del cesar -   nacional,,1371161297.5104,,1371161297.5104,2201,C. inversion,Ministerio de educación nacional,22.0,Educación,Gestion general,220101
