Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,791472.7084,,791472.7084,3703,Funcionamiento,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,135495.822,,135495.822,3703,Funcionamiento,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,672740437.4856,,672740437.4856,3703,Funcionamiento,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion mundial de propiedad intelectual -ompi- ley 33 de 1987,50390845.934,,50390845.934,3703,Funcionamiento,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),28392593.4556,,28392593.4556,3703,Funcionamiento,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,21343845.6,,21343845.6,3703,Funcionamiento,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,9141434.9312,,9141434.9312,3703,Funcionamiento,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
"Protección, promoción y difusión del derecho de autor y los derechos conexos",Intersubsectorial gobierno,Fortalecimiento y divulgación de las herramientas que favorecen el funcionamiento del sistema de derecho de autor y conexos  nacional,,1762816000.0,,1762816000.0,3703,Inversión,Dirección nacional del derecho de autor,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Salario,,2402249960.0,,2402249960.0,3704,Funcionamiento,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,858684200.0,,858684200.0,3704,Funcionamiento,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,237153840.0,,237153840.0,3704,Funcionamiento,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,596603040.0,,596603040.0,3704,Funcionamiento,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),4131600.0,,4131600.0,3704,Funcionamiento,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,5514308.8,,5514308.8,3704,Funcionamiento,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,42406742.4,,42406742.4,3704,Funcionamiento,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
Gestión del riesgo de desastres naturales y antrópicos en la zona de influencia del volcán nevado del huila,Intersubsectorial gobierno,"Prevención reducción y mitigación de impactos por amenaza de avalancha generadas por deslizamientos en la zona del área de influencia del volcán nevado del huila en   cauca, huila - [previo concepto dnp]",,4096987494.8332,,4096987494.8332,3704,Inversión,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
Gestión del riesgo de desastres naturales y antrópicos en la zona de influencia del volcán nevado del huila,Intersubsectorial gobierno,"Consolidación de las acciones para la gestión social del riesgo por flujo de lodo (avalancha) en los departamentos del   cauca, huila",,11017600000.0,,11017600000.0,3704,Inversión,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Salario,,97790840400.0,,97790840400.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,37769710000.0,,37769710000.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1446060000.0,,1446060000.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,8687377600.0,,8687377600.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,676088138000.0,,676088138000.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,14306353600.0,,14306353600.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios financieros y servicios conexos, servicios inmobiliarios y servicios de leasing",,101034146400.0,101034146400.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,,8319665200.0,8319665200.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,144606000.0,,144606000.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,835960400.0,,835960400.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,68860000.0,,68860000.0,3708,Funcionamiento,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
"Protección de personas, grupos y comunidades en riesgo extraordinario y extremo unidad nacional de protección (unp)",Intersubsectorial gobierno,Implementación de la ruta de proteccion colectiva de la  unp a nivel    nacional - [previo concepto dnp],,2048229073.6776,,2048229073.6776,3708,Inversión,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
"Protección de personas, grupos y comunidades en riesgo extraordinario y extremo unidad nacional de protección (unp)",Intersubsectorial gobierno,"Mejoramiento integral de identificación de riesgos, vulnerabilidad y amenazas en el marco del posconflicto a nivel  nacional - [previo concepto dnp]",,1377200.0,,1377200.0,3708,Inversión,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
"Protección de personas, grupos y comunidades en riesgo extraordinario y extremo unidad nacional de protección (unp)",Intersubsectorial gobierno,Fortalecimiento de los esquemas de proteccion a la poblacion objeto segun decreto 299 de  2017 nacional - [previo concepto dnp],,1377200.0,,1377200.0,3708,Inversión,Unidad nacional de protección - unp,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Salario,,2927927200.0,,2927927200.0,3709,Funcionamiento,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1013619200.0,,1013619200.0,3709,Funcionamiento,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,285080400.0,,285080400.0,3709,Funcionamiento,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,63351200.0,,63351200.0,3709,Funcionamiento,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,2302678400.0,,2302678400.0,3709,Funcionamiento,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,81254800.0,,81254800.0,3709,Funcionamiento,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,50956400.0,,50956400.0,3709,Funcionamiento,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
Fortalecimiento institucional y operativo de los bomberos de colombia,Intersubsectorial gobierno,Fortalecimiento de los cuerpos de bomberos de colombia -  nacional,,55088000000.0,,55088000000.0,3709,Inversión,Dirección nacional de bomberos,37.0,Interior,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Salario,,1630604800.0,7801838000.0,9432442800.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1278041600.0,1952869600.0,3230911200.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,699617600.0,,699617600.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,377352800.0,377352800.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,749196800.0,6950728400.0,7699925200.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,2860444400.0,,2860444400.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,71614400.0,71614400.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,877276400.0,877276400.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,2754400.0,85386400.0,88140800.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,115684800.0,115684800.0,3801,Funcionamiento,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Administración y vigilancia de las carreras administrativas de los servidores públicos,Intersubsectorial gobierno,Administración control y vigilancia de la carrera administrativa  nacional,,,127581117251.4296,127581117251.4296,3801,Inversión,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,Fortalecimiento de la capacidad de gestión institucional de la cnsc-comisión   nacional,,,13501060083.632,13501060083.632,3801,Inversión,Comisión nacional del servicio civil,5.0,Empleo público,Gestion general,370101,2019
Gastos de personal,Planta de personal permanente,Salario,,11167867932.2452,,11167867932.2452,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,3889652126.8,,3889652126.8,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1652598684.0,,1652598684.0,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,13667328757.918,,13667328757.918,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),41316000.0,,41316000.0,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Centro internacional de física (decreto 267 de 1984),89366508.0,,89366508.0,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Centro internacional de investigaciones médicas - cideim (decreto 578 de 1990),99296120.0,,99296120.0,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,293632812.0,,293632812.0,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,210063351.96,,210063351.96,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,787758.4,,787758.4,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,812809668.0,,812809668.0,3901,Funcionamiento,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
"Consolidación de una institucionalidad habilitante para la ciencia, la tecnología e innovación (cti)",Intersubsectorial gobierno,Apoyo al proceso de transformación digital para la gestión y prestación de servicios de ti en el sector cti y a nivel  nacional,,6421883600.0,,6421883600.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
"Consolidación de una institucionalidad habilitante para la ciencia, la tecnología e innovación (cti)",Intersubsectorial gobierno,Administración sistema nacional de ciencia y tecnología  nacional,,15011480000.0,,15011480000.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
"Consolidación de una institucionalidad habilitante para la ciencia, la tecnología e innovación (cti)",Intersubsectorial gobierno,Apoyo al fortalecimiento de la transferencia internacional de conocimiento a los actores del sncti nivel nacional  nacional,,2675899600.0,,2675899600.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Investigación con calidad e impacto,Intersubsectorial gobierno,Mejoramiento del impacto de la investigación científica en el sector salud.  nacional,,68860000000.0,,68860000000.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Investigación con calidad e impacto,Intersubsectorial gobierno,Capacitación de recursos humanos para la investigación  nacional,,241698731274.704,,241698731274.704,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Investigación con calidad e impacto,Intersubsectorial gobierno,Fortalecimiento de las capacidades de los actores del snctei para la generación de conocimiento a nivel  nacional,,79869336800.0,,79869336800.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Desarrollo tecnológico e innovación para crecimiento empresarial,Intersubsectorial gobierno,Apoyo  a la sofisticación y diversificación de sectores productivos a través de la i+d+i   nacional,,22723800000.0,,22723800000.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Generación de una cultura que valora y gestiona el conocimiento y la innovación,Intersubsectorial gobierno,Desarrollo de vocaciones científicas y capacidades para la investigación en niños y jóvenes a nivel  nacional,,15149200000.0,,15149200000.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Generación de una cultura que valora y gestiona el conocimiento y la innovación,Intersubsectorial gobierno,Apoyo  al fomento y desarrollo de la apropiación social de la ctei - ascti  nacional,,6886000000.0,,6886000000.0,3901,Inversión,"Ministerio de ciencia, tecnología e innovación",39.0,"Ciencia, tecnología e innovación",Gestion general,390101,2019
Gastos de personal,Planta de personal permanente,Salario,,29162347720.0,,29162347720.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,13123889680.0,,13123889680.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,5913559080.0,,5913559080.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,2439847520.0,,2439847520.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,10639738832.7868,,10639738832.7868,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Transferencias corrientes,A entidades del gobierno,Sistema general de participaciones,Agua potable y saneamiento básico,2932633288043.655,,2932633288043.655,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),22861520.0,,22861520.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),289459896.0,,289459896.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aporte patronal favi (decreto 294 de 1981) (no de pensiones),20264120.8,,20264120.8,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,1708967480.0,,1708967480.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,396633600.0,,396633600.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,4465984160.0,,4465984160.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Gastos de personal,Planta de personal permanente,Salario,,8818211600.0,,8818211600.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,2929304400.0,,2929304400.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,846978000.0,,846978000.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,415914400.0,,415914400.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,1228462400.0,,1228462400.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo empresarial - ley 812 de 2003,2155703616.0,,2155703616.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),82632000.0,,82632000.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,351186000.0,,351186000.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,66105600.0,,66105600.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,88140800.0,,88140800.0,4001,Funcionamiento,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Implementación del programa de cobertura condicionada para créditos de vivienda segunda generación  nacional,,10687072000.0,,10687072000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Subsidio familiar de vivienda  nacional,,11308189200.0,,11308189200.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Saneamiento y legalización de los bienes inmuebles de los extintos ict-inurbe a nivel  nacional,,5687836000.0,,5687836000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Ordenamiento territorial y desarrollo urbano,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento en la implementación de lineamientos normativos y de política pública en materia de desarrollo urbano y territorial a nivel  nacional,,50024035600.0,,50024035600.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Desarrollo y mejoramiento del sector de agua potable y saneamiento básico a nivel  nacional,,13772000000.0,,13772000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Ampliación y mejoramiento de gestión integral de residuos sólidos en el territorio  nacional,,34430000000.0,,34430000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de la actividad de monitoreo a los recursos del sgp-apsb y la asistencia técnica de las entidades territoriales a nivel   nacional,,2473051812.0,,2473051812.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,"Fortalecimiento a la prestación de los servicios públicos de acueducto, alcantarillado y aseo en el departamento de la guajira.  la guajira",,3828616000.0,,3828616000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero para facilitar el acceso a los servicios de agua potable y manejo de aguas residuales a nivel  nacional,,267746302742.1644,,267746302742.1644,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero para la implementación del plan maestro de alcantarillado del municipio de   mocoa,,19280800000.0,,19280800000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Saneamiento de vertimientos en cuencas priorizadas del territorio  nacional,,28921200000.0,,28921200000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,"Apoyo financiero para el fortalecimiento de la prestación del servicio de acueducto en los municipios de cúcuta, los patios y villa del rosario  norte de santander",,55088000000.0,,55088000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero al plan de inversiones en infraestructura para fortalecer la prestación de los servicios de acueducto y alcantarillado en el municipio de santiago de  cali,,121992524654.968,,121992524654.968,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,"Fortalecimiento de las tecnologías de la información y las comunicaciones en el ministerio de vivienda, ciudad y territorio a nivel   nacional",,17903600000.0,,17903600000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
