,Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
3548,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Consolidacion de una cultura estadistica a traves de la informacion como un bien publico del pais  nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,1976410526,,1976410526.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"1,98"
3549,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Fortalecimiento de la producción de información estadística analizada  nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,13897000000,,13897000000.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"13,9"
3550,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Fortalecimiento de la integración de la información geoespacial en el proceso estadístico nacional  nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,4200000000,,4200000000.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"4,2"
3551,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Ampliación de la capacidad del dane para la coordinación del sistema estadístico nacional - sen nacional  nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,5423245143,,5423245143.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"5,42"
3552,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Producción de información estructural.  nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,328281500000,,328281500000.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"328,28"
3553,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Optimización de la capacidad del dane en sus procesos de recolección y acopio de la información estadística oficial. nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,108434108323,,108434108323.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"108,43"
3554,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Fortalecimiento de las capacidades institucionales de prospectiva e innovación en la producción de estadísticas oficiales a nivel   nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,500000000,,500000000.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"0,5"
3555,Fortalecimiento de la gestión y dirección del sector información estadística,Planificación y estadística,Mejoramiento  de la infraestructura y equipamiento físico de la entidad a nivel   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1270186714,,1270186714.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"1,27"
3556,Fortalecimiento de la gestión y dirección del sector información estadística,Planificación y estadística,Modernización de la gestión documental del dane nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1260000000,,1260000000.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"1,26"
3557,Fortalecimiento de la gestión y dirección del sector información estadística,Planificación y estadística,Fortalecimiento del modelo de operación institucional del igac a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,6927000000,,6927000000.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"6,93"
3558,Fortalecimiento de la gestión y dirección del sector información estadística,Planificación y estadística,Modernización tecnológica para la transformación digital del dane a nivel nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,17239597631,,17239597631.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2024,"17,24"
3559,Adquisición de bienes  y servicios,,,,,921000000,921000000.0,402,Funcionamiento,Fondo rotatorio del dane,4,Información estadistíca,2024,"0,92"
3560,Transferencias corrientes,Sentencias y conciliaciones,,,,30000000,30000000.0,402,Funcionamiento,Fondo rotatorio del dane,4,Información estadistíca,2024,"0,03"
3561,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,110000000,110000000.0,402,Funcionamiento,Fondo rotatorio del dane,4,Información estadistíca,2024,"0,11"
3562,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Fortalecimiento de la capacidad de producción de información estadística del sen.  nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,,25000000000,25000000000.0,402,Inversión,Fondo rotatorio del dane,4,Información estadistíca,2024,25
3563,Gastos de personal,Planta de personal permanente,Salario,,52242000000,,52242000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"52,24"
3564,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,19564000000,,19564000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"19,56"
3565,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,6404000000,,6404000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"6,4"
3566,Adquisición de bienes  y servicios,,,,23131000000,6637000000,29768000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"29,77"
3567,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,348000000,,348000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"0,35"
3568,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),207000000,,207000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"0,21"
3569,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,505000000,559000000,1064000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"1,06"
3570,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,917000000,917000000.0,403,Funcionamiento,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"0,92"
3571,"Levantamiento, actualización y administración de la información catastral",Planificación y estadística,Actualización  y gestión catastral  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,480042726513,,480042726513.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"480,04"
3572,"Levantamiento, actualización y administración de la información catastral",Planificación y estadística,Actualización  y gestión catastral  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,94615319700,,94615319700.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"94,62"
3573,"Levantamiento, actualización y administración de la información catastral",Planificación y estadística,Actualización  y gestión catastral  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,,7265678322,7265678322.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"7,27"
3574,Generación de la información geográfica del territorio nacional,Planificación y estadística,Levantamiento generacion  y actualizacion de la red geodesica nacional y la cartografia  del pais como herramienta fundamental para el establecimiento de politicas de desarrollo   nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,229462046810,,229462046810.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"229,46"
3575,Generación de la información geográfica del territorio nacional,Planificación y estadística,Levantamiento generacion  y actualizacion de la red geodesica nacional y la cartografia  del pais como herramienta fundamental para el establecimiento de politicas de desarrollo   nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,,537953190,537953190.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"0,54"
3576,Generación de la información geográfica del territorio nacional,Planificación y estadística,Fortalecimiento de la gestion del conocimiento y la innovacion en el ambito geografico del territorio  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,6900247675,,6900247675.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"6,9"
3577,Generación de la información geográfica del territorio nacional,Planificación y estadística,Fortalecimiento de la gestion del conocimiento y la innovacion en el ambito geografico del territorio  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,,99752325,99752325.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"0,1"
3578,Generación de la información geográfica del territorio nacional,Planificación y estadística,"Desarrollo de estudios de suelos, tierras y aplicaciones agrologicas como insumo para el ordenamiento integral y el manejo sostenible del territorio.  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,18072851560,,18072851560.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"18,07"
3579,Generación de la información geográfica del territorio nacional,Planificación y estadística,"Desarrollo de estudios de suelos, tierras y aplicaciones agrologicas como insumo para el ordenamiento integral y el manejo sostenible del territorio.  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,,1927148440,1927148440.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"1,93"
3580,Generación de la información geográfica del territorio nacional,Planificación y estadística,"Generación de estudios geográficos e investigaciones para la caracterización, análisis y delimitación geográfica del territorio  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,3054028660,,3054028660.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"3,05"
3581,Generación de la información geográfica del territorio nacional,Planificación y estadística,"Generación de estudios geográficos e investigaciones para la caracterización, análisis y delimitación geográfica del territorio  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. actualización catastral multipropósito,,1945971340,1945971340.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"1,95"
3582,Fortalecimiento de la gestión y dirección del sector información estadística,Planificación y estadística,Fortalecimiento del modelo de operación institucional del igac a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,23899512456,,23899512456.0,403,Inversión,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,2024,"23,9"
3583,Gastos de personal,Planta de personal permanente,Salario,,20387030639,,20387030639.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"20,39"
3584,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,7249438347,,7249438347.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"7,25"
3585,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2424164013,,2424164013.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"2,42"
3586,Adquisición de bienes  y servicios,,,,2978155287,,2978155287.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"2,98"
3587,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),302499465,,302499465.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"0,3"
3588,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),89997280,,89997280.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"0,09"
3589,Transferencias corrientes,Sentencias y conciliaciones,,,170685683,,170685683.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"0,17"
3590,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,52887671,,52887671.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"0,05"
3591,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,116865400,,116865400.0,501,Funcionamiento,Departamento administrativo de la función pública,5,Empleo público,2024,"0,12"
3592,Fortalecimiento de la gestión pública en las entidades nacionales y territoriales,Intersubsectorial gobierno,Formulación consolidación de las capacidades de gestión y desempeño de las entidades y servidores públicos del nivel territorial y nacional para recuperar la confianza de la ciudadanía en el estado -  nacional  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,3777772292,,3777772292.0,501,Inversión,Departamento administrativo de la función pública,5,Empleo público,2024,"3,78"
3593,Fortalecimiento de la gestión pública en las entidades nacionales y territoriales,Intersubsectorial gobierno,Formulación fortalecimiento de las capacidades institucionales para la prestación optima de un servicio público de calidad a las ciudadanías  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,4078992933,,4078992933.0,501,Inversión,Departamento administrativo de la función pública,5,Empleo público,2024,"4,08"
3594,Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,"Transformación de las administraciones públicas  mediante el desarrollo de políticas y lineamientos que permitan el fortalecimiento de los componentes de la función administrativa, la función pública y la gestión pública  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,5587127957,,5587127957.0,501,Inversión,Departamento administrativo de la función pública,5,Empleo público,2024,"5,59"
3595,Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,Mejoramiento de las tecnologías de la información y las comunicaciones a nivel institucional para dar cumplimiento a las políticas de gobierno digital y transformación digital  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,3316534066,,3316534066.0,501,Inversión,Departamento administrativo de la función pública,5,Empleo público,2024,"3,32"
3596,Gastos de personal,Planta de personal permanente,Salario,,,55805672097,55805672097.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"55,81"
3597,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,19653877292,19653877292.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"19,65"
3598,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,3655357708,3655357708.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"3,66"
3599,Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,,8560232948,8560232948.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"8,56"
3600,Adquisición de bienes  y servicios,,,,,25560438208,25560438208.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"25,56"
3601,Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,,216000000,216000000.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"0,22"
3602,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,22003791256,22003791256.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,22
3603,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),,255000000,255000000.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"0,26"
3604,Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Asociación colombiana de universidades -ascun-,,23000000,23000000.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"0,02"
3605,Transferencias corrientes,Becas y otros beneficios de educación,Becas y otros beneficios de educación,Créditos educativos de excelencia,,146000000,146000000.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"0,15"
3606,Transferencias corrientes,Sentencias y conciliaciones,,,,682000000,682000000.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"0,68"
3607,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,1308212284,1308212284.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"1,31"
3608,"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,3657224,3657224.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,0
3609,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,849731600,849731600.0,503,Funcionamiento,Escuela superior de administración pública (esap),5,Empleo público,2024,"0,85"
3610,Mejoramiento de la calidad educativa en gestión pública,Intersubsectorial gobierno,Fortalecimiento de la capacidad institucional para el aseguramiento de la calidad academica de los programas de pregrado y posgrado de la esap   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,,5950000000,5950000000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"5,95"
3611,Mejoramiento de la calidad educativa en gestión pública,Intersubsectorial gobierno,Fortalecimiento de la capacidad institucional para el aseguramiento de la calidad academica de los programas de pregrado y posgrado de la esap   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,,89198000000,89198000000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"89,2"
3612,Mejoramiento de la calidad educativa en gestión pública,Intersubsectorial gobierno,Fortalecimiento de la investigacion e innovacion en la administracion publica  de la esap  nacional,"4. transformación productiva, internacionalización y acción clímatica / a. concurrencia de recursos alrededor de inversiones estratégicas en ciencia, tecnología e innovación (cti)",,5379800000,5379800000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"5,38"
3613,Mejoramiento de la calidad educativa en gestión pública,Intersubsectorial gobierno,Fortalecimiento de la investigacion e innovacion en la administracion publica  de la esap  nacional,"4. transformación productiva, internacionalización y acción clímatica / a. concurrencia de recursos alrededor de inversiones estratégicas en ciencia, tecnología e innovación (cti)",,1890200000,1890200000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"1,89"
3614,Mejoramiento de la calidad educativa en gestión pública,Intersubsectorial gobierno,Fortalecimiento del reconocimiento  internacional de la esap como referente en la formacion y asesoria del saber administrativo publico  nacional,"2. seguridad humana y justicia social / g. modernización para incrementar el valor público, la integridad y la transparencia en la seguridad",,4387000000,4387000000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"4,39"
3615,Fortalecimiento de la gestión pública en las entidades nacionales y territoriales,Intersubsectorial gobierno,Mejoramiento de estrategias de fortalecimiento del alto gobierno y la alta gerencia publica territorial y  nacional,2. seguridad humana y justicia social / d. modernización y transformación del empleo público,,10579000000,10579000000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"10,58"
3616,Fortalecimiento de la gestión pública en las entidades nacionales y territoriales,Intersubsectorial gobierno,"Fortalecimiento y apoyo a la gestion de las entidades estatales, la capacitacion y los procesos de seleccion  nacional",2. seguridad humana y justicia social / d. modernización y transformación del empleo público,,13931000000,13931000000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"13,93"
3617,Fortalecimiento de la gestión pública en las entidades nacionales y territoriales,Intersubsectorial gobierno,"Fortalecimiento y apoyo a la gestion de las entidades estatales, la capacitacion y los procesos de seleccion  nacional",2. seguridad humana y justicia social / d. modernización y transformación del empleo público,,38666237327,38666237327.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"38,67"
3618,Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,Fortalecimiento de la infraestructura fisica y tecnologica de la esap a nivel  nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,,47368281348,47368281348.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"47,37"
3619,Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,Fortalecimiento de la infraestructura fisica y tecnologica de la esap a nivel  nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,,22974300000,22974300000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"22,97"
3620,Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,Mejoramiento de la capacidad y desempeno institucional de los procesos administrativos en la escuela superior de administracion publica para el desarrollo de su misionalidad.  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,12266000000,12266000000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,2024,"12,27"
3621,Gastos de personal,Planta de personal permanente,Salario,,312140000000,,312140000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"312,14"
3622,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,105957000000,,105957000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"105,96"
3623,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,178260000000,,178260000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"178,26"
3624,Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,51367000000,,51367000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"51,37"
3625,Gastos de personal,Planta de personal permanente,Personal extranjero en consulados y embajadas (local),,25999000000,,25999000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,26
3626,Adquisición de bienes  y servicios,,,,16258000000,,16258000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"16,26"
3627,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),1670000000,,1670000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,67"
3628,Transferencias corrientes,Sentencias y conciliaciones,,,10451000000,,10451000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"10,45"
3629,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,1249000000,,1249000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,25"
3630,Adquisición de bienes  y servicios,,,,289674000000,256191000000,545865000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"545,86"
3631,Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,161996000000,797000000,162793000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"162,79"
3632,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Plan de promoción de colombia en el exterior,,9112000000,9112000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"9,11"
3633,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,10000000000,60000000000,70000000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,70
3634,Transferencias corrientes,Sentencias y conciliaciones,,,,225000000,225000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"0,22"
3635,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,458000000,458000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"0,46"
3636,"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,75000000,75000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"0,08"
3637,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,1618000000,,1618000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,62"
3638,Política migratoria y servicio al ciudadano,Relaciones exteriores,Implementacion de medidas de atencion y reparacion integral a victimas en el exterior en el marco de competencias del ministerio de relaciones exteriores  nacional,7. actores diferenciales para el cambio / 1. reparación transformadora,2121800000,,2121800000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"2,12"
3639,Política migratoria y servicio al ciudadano,Relaciones exteriores,Implementacion de medidas de atencion y reparacion integral a victimas en el exterior en el marco de competencias del ministerio de relaciones exteriores  nacional,7. actores diferenciales para el cambio / 1. reparación transformadora,,920105000,920105000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"0,92"
3640,Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento  del desarrollo de iniciativas institucionales para la colombianidad en el exterior y sus familias.  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,1693582285,,1693582285.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,69"
3641,Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento  del desarrollo de iniciativas institucionales para la colombianidad en el exterior y sus familias.  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,,16707350760,16707350760.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"16,71"
3642,Política migratoria y servicio al ciudadano,Relaciones exteriores,Desarrollo de estrategias de acompañamiento y adaptación de la normatividad de retorno de connacionales procedentes del exterior  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,1693582285,,1693582285.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,69"
3643,Política migratoria y servicio al ciudadano,Relaciones exteriores,Desarrollo de estrategias de acompañamiento y adaptación de la normatividad de retorno de connacionales procedentes del exterior  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,,525657680,525657680.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"0,53"
3644,Política migratoria y servicio al ciudadano,Relaciones exteriores,Apoyo trámite de las solicitudes de refugio acumuladas.  bogotá,"5. convergencia regional / b. mecanismos de protección para la población migrante en tránsito, refugiados y con vocación de permanencia en el territorio nacional",,1069430240,1069430240.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,07"
3645,Soberanía territorial y desarrollo fronterizo,Relaciones exteriores,Implementación de proyectos de desarrollo social y económico en las zonas de frontera.  nacional,"5. convergencia regional / f. fronteras humanas para la vida, la integración y el desarrollo",1693582285,,1693582285.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,69"
3646,Soberanía territorial y desarrollo fronterizo,Relaciones exteriores,Implementación de proyectos de desarrollo social y económico en las zonas de frontera.  nacional,"5. convergencia regional / f. fronteras humanas para la vida, la integración y el desarrollo",,4710000000,4710000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"4,71"
3647,Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Implementacion sistema integrado de gestion en las embajadas y consulados de colombia en el exterior  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,924896240,924896240.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"0,92"
3648,Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Modernización de la infraestructura del ministerio de relaciones exteriores para el desarrollo de los objetivos misionales   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1675894677,,1675894677.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,2024,"1,68"
