Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Año,Apropiación en precios constantes (2025)
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),117523000.0,2417,Funcionamiento,Superintendencia de puertos y transporte,24,Transporte,2024,124574380.00000001
Transferencias corrientes,Sentencias y conciliaciones,,,674351000.0,2417,Funcionamiento,Superintendencia de puertos y transporte,24,Transporte,2024,714812060.0000001
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,1177000.0,2417,Funcionamiento,Superintendencia de puertos y transporte,24,Transporte,2024,1247620.0000000002
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,5143000.0,2417,Funcionamiento,Superintendencia de puertos y transporte,24,Transporte,2024,5451580.000000001
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,161496000.0,2417,Funcionamiento,Superintendencia de puertos y transporte,24,Transporte,2024,171185760.00000003
Regulación y supervisión de infraestructura y servicios de transporte,Intersubsectorial transporte,Fortalecimiento a la supervisión integral a los vigilados a nivel  nacional,5. convergencia regional / d. integración de territorios bajo el principio de la conectividad física y la multimodalidad,9909757581.0,2417,Inversión,Superintendencia de puertos y transporte,24,Transporte,2024,10504343035.86
Fortalecimiento de la gestión y dirección del sector transporte,Intersubsectorial transporte,Mejoramiento de la gestión y capacidad institucional para la supervisión integral a los vigilados a nivel  nacional,5. convergencia regional / d. integración de territorios bajo el principio de la conectividad física y la multimodalidad,11548164897.0,2417,Inversión,Superintendencia de puertos y transporte,24,Transporte,2024,12241054790.820002
Gastos de personal,Planta de personal permanente,Salario,,628560000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,666273600000.0001
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,265433000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,281358980000.0
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,218505000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,231615300000.00003
Adquisición de bienes  y servicios,,,,70716000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,74958960000.00002
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de protección de justicia. decreto 1890 de 1999 y decreto 200 de 2003,340000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,360400000.00000006
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,20385000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,21608100000.000004
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),2188000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,2319280000.0000005
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Auxilio funerario (otras prestaciones de jubilación),44000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,46640000.00000001
Transferencias corrientes,Sentencias y conciliaciones,,,20000000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,21200000000.000004
Disminución de pasivos,Cesantías,,,2798000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,2965880000.0000005
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,1187000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,1258220000.0000002
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,10000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,10600000.000000002
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,2722000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,2885320000.0000005
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribución de valorización municipal,,33000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,34980000.0
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,2185000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,2316100000.0000005
Adquisición de bienes  y servicios,,,,114000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,120840000.00000001
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,8000000.0,2501,Funcionamiento,Procuraduría general de la nación,25,Organismos de control,2024,8480000.0
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento de las capacidades institucionales de la defensoría del pueblo  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,40620927668.0,2501,Inversión,Procuraduría general de la nación,25,Organismos de control,2024,43058183328.08
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento de la prestacion de servicios de la pgn en el marco del mipgn tanto a nivel territorial como   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,37525447500.0,2501,Inversión,Procuraduría general de la nación,25,Organismos de control,2024,39776974350.00001
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento de la infraestructura fisica de la pgn  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,58666341362.0,2501,Inversión,Procuraduría general de la nación,25,Organismos de control,2024,62186321843.72001
"Promoción, protección y defensa de los derechos humanos y el derecho internacional humanitario",Intersubsectorial gobierno,"Fortalecimiento de los servicios de formacion y capacitacion, investigacion, certificacion de competencias laborales e innovacion del iemp a nivel  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,200000000.0,2501,Inversión,Procuraduría general de la nación,25,Organismos de control,2024,212000000.00000003
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento de las tecnologias de la informacion y las comunicaciones para un mejor control fiscal.  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,143000000.0,2501,Inversión,Procuraduría general de la nación,25,Organismos de control,2024,151580000.00000003
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Consolidacion del proceso de transformacion digital  del instituto de estudios del ministerio publico a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,159000000.0,2501,Inversión,Procuraduría general de la nación,25,Organismos de control,2024,168540000.00000003
Gastos de personal,Planta de personal permanente,Salario,,268491000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,284600460000.0
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,93740000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,99364400000.00002
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,6551000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,6944060000.000001
Adquisición de bienes  y servicios,,,,32848000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,34818880000.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Defensoría pública (ley 24 de 1992),296936000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,314752160000.00006
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo para la defensa de los derechos e intereses colectivos -ley 472 de 1998.,402172000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,426302320000.00006
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo especial comisión nacional de búsqueda (art. 18 ley 971 de 2005),622000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,659320000.0000001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Comisión de búsqueda de personas desaparecidas ley 589 de 2000,357000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,378420000.00000006
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,4501000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,4771060000.000001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),1855000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,1966300000.0000002
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,646000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,684760000.0000001
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,2170000000.0,2502,Funcionamiento,Defensoría del pueblo,25,Organismos de control,2024,2300200000.0000005
"Promoción, protección y defensa de los derechos humanos y el derecho internacional humanitario",Intersubsectorial gobierno,Contribucion en la construccion de ciudadania de la victimas del conflicto armado  nacional - previo concepto  dnp,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,25817639567.0,2502,Inversión,Defensoría del pueblo,25,Organismos de control,2024,27366697941.020004
"Promoción, protección y defensa de los derechos humanos y el derecho internacional humanitario",Intersubsectorial gobierno,Mejoramiento de los índices de riesgos de vulneración del derechos humanos  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,49000000000.0,2502,Inversión,Defensoría del pueblo,25,Organismos de control,2024,51940000000.00001
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Modernización integral de la infraestructura de la contraloría general de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,9366503482.0,2502,Inversión,Defensoría del pueblo,25,Organismos de control,2024,9928493690.920002
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Modernización tecnológica para el fortalecimiento del ejercicio de la vigilancia y control fiscal de la contraloría general de la república en todo el territorio   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,13924057231.0,2502,Inversión,Defensoría del pueblo,25,Organismos de control,2024,14759500664.86
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Consolidación del sistema integrado de gestión institucional de la defensoría del pueblo  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,4000000000.0,2502,Inversión,Defensoría del pueblo,25,Organismos de control,2024,4240000000.0000005
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,"Modernización de la infraestructura física, funcional y operativa de la defensoría del pueblo a nivel nacional.  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,26143305135.0,2502,Inversión,Defensoría del pueblo,25,Organismos de control,2024,27711903443.100002
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento de las capacidades institucionales de la defensoría del pueblo  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,34650000000.0,2502,Inversión,Defensoría del pueblo,25,Organismos de control,2024,36729000000.00001
Gastos de personal,Planta de personal permanente,Salario,,772904000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,819278240000.0001
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,191012000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,202472720000.00003
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,29735000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,31519100000.000004
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,104333000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,110592980000.00002
Adquisición de bienes  y servicios,,,,117517000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,124568020000.00002
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,51000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,54060000.00000001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de capacitación y publicaciones contraloría general de la república - decreto 267 de 2000 y ley 1807 de 2016,244000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,258640000.00000003
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),3489000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,3698340000.0000005
Transferencias corrientes,Sentencias y conciliaciones,,,4115000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,4361900000.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,1422000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,1507320000.0000002
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,67000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,71020000.0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribución nacional de valorización,,40000000.0,2601,Funcionamiento,Contraloría general de la república,25,Organismos de control,2024,42400000.00000001
Fortalecimiento del control y la vigilancia de la gestión fiscal y resarcimiento al daño del patrimonio público,Intersubsectorial gobierno,Transformacion digital de la cgr - prestamo bid nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,43690583700.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,46312018722.00001
Fortalecimiento del control y la vigilancia de la gestión fiscal y resarcimiento al daño del patrimonio público,Intersubsectorial gobierno,Fortalecimiento de la gestión del conocimiento para la vigilancia y el control fiscal   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,7835234616.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,8305348692.960001
Fortalecimiento del control y la vigilancia de la gestión fiscal y resarcimiento al daño del patrimonio público,Intersubsectorial gobierno,Fortalecimiento de la incidencia del control social y la vigilancia y el control fiscal en la transformación de la gestión pública  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,3100000000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,3286000000.0000005
Fortalecimiento del control y la vigilancia de la gestión fiscal y resarcimiento al daño del patrimonio público,Intersubsectorial gobierno,"Transformación de la gestión pública, la vigilancia y el control fiscal para la equidad, la igualdad y los derechos  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1261515819.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,1337206768.14
Fortalecimiento del control y la vigilancia de la gestión fiscal y resarcimiento al daño del patrimonio público,Intersubsectorial gobierno,Ampliación de la cobertura territorial y fortalecimiento técnico del ejercicio de seguimiento y vigilancia fiscal a los recursos destinados a las políticas públicas de víctimas y posconflicto con enfoque diferencial.  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,5356000000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,5677360000.000001
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Mejoramiento de la plataforma tecnológica de la contraloría general de la república a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,8392321079.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,8895860343.740002
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento del control preventivo y concomitante  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,24690000000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,26171400000.000004
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento del control preventivo y concomitante  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,24690000000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,26171400000.000004
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento de la disponibilidad de la documentación e información institucional de la contraloría general de la republica   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,10300000000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,10918000000.000002
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Fortalecimiento de la disponibilidad de la documentación e información institucional de la contraloría general de la republica   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,10300000000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,10918000000.000002
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Modernización integral de la infraestructura de la contraloría general de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,16222500000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,17195850000.0
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Modernización integral de la infraestructura de la contraloría general de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,16222500000.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,17195850000.0
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Modernización tecnológica para el fortalecimiento del ejercicio de la vigilancia y control fiscal de la contraloría general de la república en todo el territorio   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,31483731204.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,33372755076.24
Fortalecimiento de la gestión y dirección del sector organismos de control,Intersubsectorial gobierno,Modernización tecnológica para el fortalecimiento del ejercicio de la vigilancia y control fiscal de la contraloría general de la república en todo el territorio   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,35298052282.0,2601,Inversión,Contraloría general de la república,25,Organismos de control,2024,37415935418.920006
Gastos de personal,Planta de personal permanente,Salario,,11448000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,12134880000.000002
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,3067000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,3251020000.0000005
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1547000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,1639820000.0000002
Adquisición de bienes  y servicios,,,,6322000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,6701320000.000001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),64000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,67840000.0
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,"Servicios médicos, educativos, recreativos, y culturales para funcionarios de la contraloría general de la república (art. 90 y 91 ley 106 de 1993) (no de pensiones)",6172000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,6542320000.000001
Transferencias corrientes,Sentencias y conciliaciones,,,566000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,599960000.0000001
Adquisición de activos financieros,Concesión de préstamos,A personas naturales,Préstamos directos ley 106 de 1933,17750000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,18815000000.000004
Disminución de pasivos,Cesantías,,,79179000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,83929740000.00002
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,61000000.0,2602,Funcionamiento,Fondo de bienestar social de la contraloría general de la república,25,Organismos de control,2024,64660000.00000001
Gastos de personal,Planta de personal permanente,Salario,,162435000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,172181100000.00003
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,80225000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,85038500000.00002
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,109997000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,116596820000.00002
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,40271000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,42687260000.00001
Gastos de personal,Personal supernumerario y planta temporal,Salario,,12200000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,12932000000.000002
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,5904000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,6258240000.000001
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,6306000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,6684360000.000001
Adquisición de bienes  y servicios,,,,58811000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,62339660000.00001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de protección de justicia. decreto 1890 de 1999 y decreto 200 de 2003,873000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,925380000.0000001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Fondo para la modernización, descongestión y bienestar de la administración de justicia",56560000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,59953600000.00001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,535294000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,567411640000.0
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),1672000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,1772320000.0000002
Transferencias corrientes,Sentencias y conciliaciones,,,200000000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,212000000000.00003
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,614000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,650840000.0000001
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,16000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,16960000.0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,13607000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,14423420000.000002
Gastos de personal,Planta de personal permanente,Salario,,98024000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,103905440000.00002
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,52993000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,56172580000.00001
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,88693000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,94014580000.00002
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,28382000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,30084920000.000004
Gastos de personal,Personal supernumerario y planta temporal,Salario,,5063000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,5366780000.000001
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,2545000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,2697700000.0000005
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,2883000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,3055980000.0000005
Adquisición de bienes  y servicios,,,,37427000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,39672620000.00001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,200000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,212000000.00000003
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),775000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,821500000.0000001
Disminución de pasivos,Cesantías,,,510000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,540600000.0
Gastos de personal,Planta de personal permanente,Salario,,106698000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,113099880000.00002
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,55133000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,58440980000.00001
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,82225000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,87158500000.00002
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,7865500000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,8337430000.000001
Gastos de personal,Personal supernumerario y planta temporal,Salario,,163000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,172780000.00000003
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,260000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,275600000.0
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,717000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,760020000.0000001
Gastos de personal,Personal supernumerario y planta temporal,Otros gastos de personal - distribución previo concepto dgppn,,708000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,750480000.0000001
Adquisición de bienes  y servicios,,,,21478000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,22766680000.000004
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,13000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,13780000.000000002
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,100000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,106000000.00000001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),888000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,941280000.0000001
Gastos de personal,Planta de personal permanente,Salario,,38580000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,40894800000.00001
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,19653000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,20832180000.000004
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,28209000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,29901540000.000004
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,1121000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,1188260000.0000002
Gastos de personal,Personal supernumerario y planta temporal,Salario,,416000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,440960000.00000006
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,265000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,280900000.0
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,664000000.0,2701,Funcionamiento,Rama judicial,27,Rama judicial,2024,703840000.0000001
